b'768094096154034176',"b'#RosarioSangra 25/08 19:30 frente a tribunales,digamos basta!'",b'572139011',b'572139011',b'7 estrellas',b'1471962877000.0',b'0',b'0'
b'768093802506678272',"b'#RosarioSangra porque hasta que no nos toca,no decimos nada en general'",b'572139011',b'572139011',b'7 estrellas',b'1471962807000.0',b'0',b'0'
b'768093606875893760',b'#RosarioSangra culpa de los narcos protegidos por muchos sectores',b'572139011',b'572139011',b'7 estrellas',b'1471962761000.0',b'0',b'0'
b'768093397068484608',b'#RosarioSangra culpa de la gente que negocia los botines de los ladrones asesinos (si venden es porque alguien compra)',b'572139011',b'572139011',b'7 estrellas',b'1471962711000.0',b'0',b'0'
b'768093028984754177',b'#RosarioSangra culpa de la gente q encubre a esos ladrones asesinos',b'572139011',b'572139011',b'7 estrellas',b'1471962623000.0',b'0',b'0'
b'768092895027101697',b'#RosarioSangra culpa de ladrones asesinos',b'572139011',b'572139011',b'7 estrellas',b'1471962591000.0',b'0',b'0'
b'768092769869041664',b'#RosarioSangra culpa de policias corruptos',b'572139011',b'572139011',b'7 estrellas',b'1471962561000.0',b'0',b'0'
b'768092677598539776',b'#RosarioSangra culpa de funcionarios politicos corruptos',b'572139011',b'572139011',b'7 estrellas',b'1471962539000.0',b'0',b'0'
b'768092557335207936',b'#RosarioSangra culpa de abogados corruptos',b'572139011',b'572139011',b'7 estrellas',b'1471962510000.0',b'0',b'0'
b'768092406394871808',b'#RosarioSangra culpa de jueces corruptos',b'572139011',b'572139011',b'7 estrellas',b'1471962474000.0',b'0',b'0'
b'768069426797244421',b'#RosarioSangra https://twitter.com/diarioporven/status/767701315908571136\xc2\xa0\xe2\x80\xa6',b'58327643',b'58327643',b'#BastaDeMafia',b'1471956996000.0',b'0',b'0'
b'767927834224562177',b'@JuliaUrbani @edufeiok #RosarioSangra https://youtu.be/4I6Zia5n2f4\xc2\xa0 v\xc3\xada @YouTube',b'140822223',b'140822223',b'MIRIAM Rosarina',b'1471923237000.0',b'3',b'0'
b'767926036508110848',b'sip #RosarioSangra',b'721069992',b'721069992',b'Julia Urbani',b'1471922809000.0',b'2',b'3'
b'767925678394241024',"b'@JuliaUrbani Ayudanos a difundir Julia, 25/8 19,30 HS MARCHA PIDIENDO SEGURIDAD, Tribunales, #RosarioSangra y nadie nos escucha'",b'140822223',b'140822223',b'MIRIAM Rosarina',b'1471922723000.0',b'16',b'2'
b'767910905451581441',"b'Verguenza como pasan la pelota en Santa Fe, Los jueces, los ficales el ministro de seguridad, la intendente y el gobernador, #RosarioSangra'",b'140822223',b'140822223',b'MIRIAM Rosarina',b'1471919201000.0',b'24',b'13'
b'767895692388003840',b'#LunesIntratable #RosarioSangra difundir x favor!!! Gracias https://twitter.com/ActosSolidarios/status/767873956414095361\xc2\xa0\xe2\x80\xa6',b'1227016740',b'1227016740',b'Viviana Molina',b'1471915574000.0',b'6',b'5'
b'767886919367819264',"b'Gente, la indiferencia genera impunidad. No esperemos a perder un ser querido para tomar conciencia #rosariosangra pic.twitter.com/QJIeh7YqtO'",b'3428717255',b'3428717255',b'Diego Del Parque',b'1471913482000.0',b'26',b'28'
b'767878548849844224',b'Todos unidos! #RosarioSangra RT @luisnovaresio @radioboing @vivi_molinaASZ @ActosSolidarios @Vale975 @analiabocassihttps://twitter.com/ActosSolidarios/status/767873956414095361\xc2\xa0\xe2\x80\xa6',b'221751129',b'221751129',b'solcis',b'1471911487000.0',b'6',b'5'
b'767878076164370432',b'#RosarioSangra RT! @analiabocassi @fcdesdelejosarg @FMvidaRosario @DSolidarias @delsiglo995 @luisnovaresiohttps://twitter.com/ActosSolidarios/status/767875549352034304\xc2\xa0\xe2\x80\xa6',b'221751129',b'221751129',b'solcis',b'1471911374000.0',b'6',b'7'
b'767875549352034304',b'@analiabocassi @Yojuanjunco Nos dan RT para difundir la convocatoria #RosarioSangra del 25/ 08 19:30hs #Tribunalespic.twitter.com/gD3julbZL7',b'760493700866777088',b'760493700866777088',b'SolidariosdeCoraz\xc3\xb3n',b'1471910772000.0',b'8',b'7'
b'768590366597578752',"b'Todos,directa o indirectamente fuimos victimas de la inseguridad,x eso #RosarioSangra https://twitter.com/ABCfilmaciones/status/768535192101384192\xc2\xa0\xe2\x80\xa6'",b'572139011',b'572139011',b'7 estrellas',b'1472081197000.0',b'0',b'0'
b'768584138181971968',"b'#RosarioMarcha todos a pedir mayor seguridad por cada uno de nosotros, x nuestros hijos! Basta de muertes inocentes. #Rosariosangra '",b'224232860',b'224232860',b'Barbara Bellizia',b'1472079712000.0',b'0',b'0'
b'768562700649631744',"b'No olvidemos q #RosarioSangra por culpa de funcionarios,jueces,policias y gente complices de los asesinos delincuentes!ma\xc3\xb1ana 19:30'",b'572139011',b'572139011',b'7 estrellas',b'1472074601000.0',b'0',b'0'
b'768509181376823296',b'#RosarioMarcha Nos unimos a la convocatoria #RosarioSangra el 25/ 08 19 : 30 hs en #Tribunalespic.twitter.com/hCyJQAnvrb',b'760493700866777088',b'760493700866777088',b'SolidariosdeCoraz\xc3\xb3n',b'1472061841000.0',b'17',b'10'
b'768482214443098112',b'#RosarioSangra el 25/8 19:30hs https://twitter.com/ActosSolidarios/status/768476796786475009\xc2\xa0\xe2\x80\xa6',b'732729337737285632',b'732729337737285632',b'Lola Soledad. \xf0\x9f\x92\x9a',b'1472055412000.0',b'2',b'5'
b'768476796786475009',b'Nos unimos a la convocatoria #RosarioSangra el 25/ 08 19 : 30 hs en #Tribunalespic.twitter.com/hCyJQAnvrb',b'760493700866777088',b'760493700866777088',b'SolidariosdeCoraz\xc3\xb3n',b'1472054120000.0',b'5',b'5'
b'768463173179543556',b'No olvidar q #RosarioSangra y todos somos victimas',b'572139011',b'572139011',b'7 estrellas',b'1472050872000.0',b'0',b'1'
b'768297518102786049',b'#RosarioSangra y debemos decir basta!!la puta madre! https://twitter.com/mainob76/status/768294623546486784\xc2\xa0\xe2\x80\xa6',b'572139011',b'572139011',b'7 estrellas',b'1472011377000.0',b'0',b'1'
b'768278435961696256',b'#RosarioSangra y debemos decir basta https://twitter.com/florenciaok/status/768238598730706948\xc2\xa0\xe2\x80\xa6',b'572139011',b'572139011',b'7 estrellas',b'1472006827000.0',b'0',b'0'
b'768266219787022336',b'cuanta impunidad que hay en Rosario. #RosarioSangra #RosarioCiudadLiberada @MarianoBarria',b'33427093',b'33427093',b'Belu MB',b'1472003915000.0',b'4',b'8'
b'768261428239138817',b'#RosarioNadieMenos #RosarioSangra  19.30hs en Tribunales @CeSanz1 @ComunidadMitre @EspacioCarrioSF @charlie_cardozopic.twitter.com/WapKrwNzfI',b'58327643',b'58327643',b'#BastaDeMafia',b'1472002772000.0',b'7',b'3'
b'768247512432074754',b'Nos unimos a la convocatoria #RosarioSangra el 25/ 08 19 : 30 hs en #Tribunales @emergenciasAR @RosSolidariapic.twitter.com/hCyJQAnvrb',b'760493700866777088',b'760493700866777088',b'SolidariosdeCoraz\xc3\xb3n',b'1471999454000.0',b'45',b'34'
b'768944917293006848',b'#RosarioSangra Por m\xc3\xa1s seguridad! pic.twitter.com/lbObF1QOJc',b'171323932',b'171323932',b'Pablo Castellano',b'1472165729000.0',b'199',b'184'
b'768945671793696769',"b'Una multitud marcha por Moreno al grito de ""seguridad"" #RosarioSangra pic.twitter.com/2TkK0IfiH8'",b'179990537',b'179990537',b'La Capital - Rosario',b'1472165909000.0',b'344',b'242'
b'768959846511149057',b'La \xc3\xbaltima vez que vi tanta gente autoconvocada fu\xc3\xa9 en el cierre de Alfons\xc3\xadn en el 83\n#RosarioSangra pic.twitter.com/yRKnX7fxZR',b'54336178',b'54336178',b'Mariano A Molinari',b'1472169288000.0',b'200',b'181'
b'768952505929699328',b'#RosarioSangra Rosario dice Basta. Rosario dice HAGAN ALGO. Rosario quiere vivir en PAZ. Rosario dice JUSTICIA. pic.twitter.com/gTa3hMofnb',b'1663729195',b'1663729195',b'fabian',b'1472167538000.0',b'700',b'317'
b'768961133973757952',b'#Rosariosangra Notable como canales TV locales evitan pasar discursos de la marcha porque nombran a las autoridades que no hacen nada',b'48351046',b'48351046',b'Hector de Rosario',b'1472169595000.0',b'0',b'0'
b'768961127384354817',b'Retweeted Pablo R. Procopio (@pablorprocopio):\n\n#RosarioSangra Piden que se repitan las marchas. Miles de... http://fb.me/2mOJkphuj\xc2\xa0',b'1303906135',b'1303906135',b'Claudio Scabuzzo',b'1472169594000.0',b'0',b'2'
b'768950941974487040',b'La multitudinaria marcha en reclamo por m\xc3\xa1s seguridad y justicia se extiende a siete cuadras #RosarioSangra pic.twitter.com/a09G7WhpTf',b'179990537',b'179990537',b'La Capital - Rosario',b'1472167165000.0',b'164',b'124'
b'768957798298288129',b'#RosarioSangra Piden que se repitan las marchas. Miles de personas pic.twitter.com/YYYDHrmtzh',b'266128536',b'266128536',b'Pablo R. Procopio',b'1472168800000.0',b'97',b'116'
b'768961056697876480',b'La imagen habla y es mas que cualquier campa\xc3\xb1a o que cualquier discursito que dan. BASTA DE ESTO. #RosarioSangra pic.twitter.com/1ZdL0pbyra',b'928755588',b'928755588',b'~ \xe2\x80\xa2Guido\xe2\x80\xa2 ~',b'1472169577000.0',b'24',b'28'
b'768961030114377728',b'#RosarioSangra pic.twitter.com/BhXgjz1cf1',b'471380276',b'471380276',b'#CosaJuzgadaIrrita',b'1472169570000.0',b'21',b'14'
b'768960972388085761',"b'Rosario pide justicia, seguridad y equidad #RosarioSangra pic.twitter.com/LhAfpR9B5B'",b'274647977',b'274647977',b'ONI',b'1472169557000.0',b'14',b'13'
b'768960905484890112',b'lord mire rosario ahora #rosariosangra pic.twitter.com/yJ08kTMsqj',b'2296226276',b'2296226276',b'ro maco',b'1472169541000.0',b'13',b'12'
b'768960889097687040',b'#RosarioSangra Mi Rosario querida...que manchada estas de tanta impunidad',b'150026438',b'150026438',b'Mat\xc3\xadas Pentorari',b'1472169537000.0',b'0',b'0'
b'768960828125093888',b'#rosariosangra https://twitter.com/belu_mb/status/768941789965418496\xc2\xa0\xe2\x80\xa6',b'3068989197',b'3068989197',b'Oscar A. Pereyra',b'1472169522000.0',b'0',b'0'
b'768960810957897728',b'#RosarioSangra\nno podes salir ni a la vereda de tu casa ayer mi vecino entraba a su propio negocio y c chumbo lo rob https://twitter.com/lt3am680/status/768946370975793152\xc2\xa0\xe2\x80\xa6',b'158105787',b'158105787',b'AnitaK',b'1472169518000.0',b'4',b'5'
b'768960809842143232',b'S\xc3\xb3lo alguien con problemas de registro de la realidad (m\xc3\xa1s all\xc3\xa1 de los posicionamientos pol\xc3\xadticos) puede soslayar el #RosarioSangra.',b'395069182',b'395069182',b'Javier Felcaro',b'1472169518000.0',b'15',b'17'
b'768960597195120641',b'#RosarioSangra #Seguridad Ya! #politicos #legisladores #autoridades santafecinos tomen nota y act\xc3\xbaen.https://twitter.com/Laurai16/status/768959165331017728\xc2\xa0\xe2\x80\xa6',b'1026410418',b'1026410418',b'RaquelA',b'1472169467000.0',b'1',b'4'
b'768960571484102658',"b'#RosarioSangra basta de inseguridades, de muertes, de todo\nLa ciudad unida pidiendo justicia pic.twitter.com/plvE8zTrUM'",b'763873123099873282',b'763873123099873282',b'LittleBren',b'1472169461000.0',b'3',b'4'
b'768960529947828224',b'#Rosariosangra Es hora que la gente tambien empieze a repudiar a periodistas locales complices de gestion socialista que les paga',b'48351046',b'48351046',b'Hector de Rosario',b'1472169451000.0',b'0',b'1'
b'768960494954741760',b'#RosarioSangra Que se termine esto por favor https://twitter.com/Chofa_carc/status/768949906421710849\xc2\xa0\xe2\x80\xa6',b'305753012',b'305753012',b'Marco Urbaneja',b'1472169443000.0',b'0',b'0'
b'768944917293006848',b'#RosarioSangra Por m\xc3\xa1s seguridad! pic.twitter.com/lbObF1QOJc',b'171323932',b'171323932',b'Pablo Castellano',b'1472165729000.0',b'199',b'184'
b'768945671793696769',"b'Una multitud marcha por Moreno al grito de ""seguridad"" #RosarioSangra pic.twitter.com/2TkK0IfiH8'",b'179990537',b'179990537',b'La Capital - Rosario',b'1472165909000.0',b'344',b'242'
b'768959846511149057',b'La \xc3\xbaltima vez que vi tanta gente autoconvocada fu\xc3\xa9 en el cierre de Alfons\xc3\xadn en el 83\n#RosarioSangra pic.twitter.com/yRKnX7fxZR',b'54336178',b'54336178',b'Mariano A Molinari',b'1472169288000.0',b'200',b'181'
b'768952505929699328',b'#RosarioSangra Rosario dice Basta. Rosario dice HAGAN ALGO. Rosario quiere vivir en PAZ. Rosario dice JUSTICIA. pic.twitter.com/gTa3hMofnb',b'1663729195',b'1663729195',b'fabian',b'1472167538000.0',b'700',b'317'
b'768961133973757952',b'#Rosariosangra Notable como canales TV locales evitan pasar discursos de la marcha porque nombran a las autoridades que no hacen nada',b'48351046',b'48351046',b'Hector de Rosario',b'1472169595000.0',b'0',b'0'
b'768961127384354817',b'Retweeted Pablo R. Procopio (@pablorprocopio):\n\n#RosarioSangra Piden que se repitan las marchas. Miles de... http://fb.me/2mOJkphuj\xc2\xa0',b'1303906135',b'1303906135',b'Claudio Scabuzzo',b'1472169594000.0',b'0',b'2'
b'768950941974487040',b'La multitudinaria marcha en reclamo por m\xc3\xa1s seguridad y justicia se extiende a siete cuadras #RosarioSangra pic.twitter.com/a09G7WhpTf',b'179990537',b'179990537',b'La Capital - Rosario',b'1472167165000.0',b'164',b'124'
b'768957798298288129',b'#RosarioSangra Piden que se repitan las marchas. Miles de personas pic.twitter.com/YYYDHrmtzh',b'266128536',b'266128536',b'Pablo R. Procopio',b'1472168800000.0',b'97',b'116'
b'768961056697876480',b'La imagen habla y es mas que cualquier campa\xc3\xb1a o que cualquier discursito que dan. BASTA DE ESTO. #RosarioSangra pic.twitter.com/1ZdL0pbyra',b'928755588',b'928755588',b'~ \xe2\x80\xa2Guido\xe2\x80\xa2 ~',b'1472169577000.0',b'24',b'28'
b'768961030114377728',b'#RosarioSangra pic.twitter.com/BhXgjz1cf1',b'471380276',b'471380276',b'#CosaJuzgadaIrrita',b'1472169570000.0',b'21',b'14'
b'768960972388085761',"b'Rosario pide justicia, seguridad y equidad #RosarioSangra pic.twitter.com/LhAfpR9B5B'",b'274647977',b'274647977',b'ONI',b'1472169557000.0',b'14',b'13'
b'768960905484890112',b'lord mire rosario ahora #rosariosangra pic.twitter.com/yJ08kTMsqj',b'2296226276',b'2296226276',b'ro maco',b'1472169541000.0',b'13',b'12'
b'768960889097687040',b'#RosarioSangra Mi Rosario querida...que manchada estas de tanta impunidad',b'150026438',b'150026438',b'Mat\xc3\xadas Pentorari',b'1472169537000.0',b'0',b'0'
b'768960828125093888',b'#rosariosangra https://twitter.com/belu_mb/status/768941789965418496\xc2\xa0\xe2\x80\xa6',b'3068989197',b'3068989197',b'Oscar A. Pereyra',b'1472169522000.0',b'0',b'0'
b'768960810957897728',b'#RosarioSangra\nno podes salir ni a la vereda de tu casa ayer mi vecino entraba a su propio negocio y c chumbo lo rob https://twitter.com/lt3am680/status/768946370975793152\xc2\xa0\xe2\x80\xa6',b'158105787',b'158105787',b'AnitaK',b'1472169518000.0',b'4',b'5'
b'768960809842143232',b'S\xc3\xb3lo alguien con problemas de registro de la realidad (m\xc3\xa1s all\xc3\xa1 de los posicionamientos pol\xc3\xadticos) puede soslayar el #RosarioSangra.',b'395069182',b'395069182',b'Javier Felcaro',b'1472169518000.0',b'15',b'17'
b'768960597195120641',b'#RosarioSangra #Seguridad Ya! #politicos #legisladores #autoridades santafecinos tomen nota y act\xc3\xbaen.https://twitter.com/Laurai16/status/768959165331017728\xc2\xa0\xe2\x80\xa6',b'1026410418',b'1026410418',b'RaquelA',b'1472169467000.0',b'1',b'4'
b'768960571484102658',"b'#RosarioSangra basta de inseguridades, de muertes, de todo\nLa ciudad unida pidiendo justicia pic.twitter.com/plvE8zTrUM'",b'763873123099873282',b'763873123099873282',b'LittleBren',b'1472169461000.0',b'3',b'4'
b'768960529947828224',b'#Rosariosangra Es hora que la gente tambien empieze a repudiar a periodistas locales complices de gestion socialista que les paga',b'48351046',b'48351046',b'Hector de Rosario',b'1472169451000.0',b'0',b'1'
b'768960494954741760',b'#RosarioSangra Que se termine esto por favor https://twitter.com/Chofa_carc/status/768949906421710849\xc2\xa0\xe2\x80\xa6',b'305753012',b'305753012',b'Marco Urbaneja',b'1472169443000.0',b'0',b'0'
b'768960490164875265',b'#RosarioSangra\n#25DeAgostoNosotrosSomosRosariohttps://twitter.com/PabloSt/status/768125024486195202\xc2\xa0\xe2\x80\xa6',b'50797987',b'50797987',b'Pablo St',b'1472169442000.0',b'0',b'0'
b'768960411983118336',b'#SeguimeEnInstagram #RosarioSangra #JuevesRecopado #ObjetivoCFKhttps://twitter.com/PolArg/status/768815271436050432\xc2\xa0\xe2\x80\xa6',b'2453321772',b'2453321772',b'Alam',b'1472169423000.0',b'0',b'0'
b'768960362230276097',b'#RosarioSangra en plaza San Mart\xc3\xadn con much\xc3\xadsima gente y m\xc3\xa1s por llegar pic.twitter.com/MqdXrgutqM',b'57343127',b'57343127',b'Pato T S',b'1472169411000.0',b'6',b'8'
b'768960313966419969',b'No quiere ver la realidad y  #RosarioSangra pic.twitter.com/0JmMsgQslM',b'321678625',b'321678625',b'Mariano',b'1472169400000.0',b'0',b'1'
b'768960303484854272',b'#RosarioSangra #RosarioMarcha y un d\xc3\xada se termin\xc3\xb3 el para\xc3\xadso socialista.',b'1372570177',b'1372570177',b'oscar juan\xf0\x9f\x8c\xb1\xf0\x9f\x8c\xb1',b'1472169397000.0',b'16',b'16'
b'768960267334057985',b'#RosarioSangra https://twitter.com/100x100laura/status/768957911179620353\xc2\xa0\xe2\x80\xa6',b'4870821525',b'4870821525',b'Laura',b'1472169388000.0',b'0',b'0'
b'768960211491155968',b'#RosarioSangra @MiguelLifschitz in\xc3\xbatil como De la R\xc3\xbaa! Espero q intervengan la provincia x q no se puede vivir as\xc3\xad! Militares a la calle!',b'760452616249864192',b'760452616249864192',b'Santiago Arbensen',b'1472169375000.0',b'0',b'0'
b'768960200552349696',b'@MiguelLifschitz @elisacarrio @luisnovaresio @Lanataenel13 @mauriciomacri @majulluis #Rosariosangra. @MonicaFeinpic.twitter.com/rZpderPO4L',b'4525372995',b'4525372995',b'Andrevalessani \xf0\x9f\x92\x8e',b'1472169373000.0',b'0',b'0'
b'768960197175963648',"b'Los trolls del Pro est\xc3\xa1n funcionando en Sta. Fe, el pedido de la gente es m\xc3\xa1s q v\xc3\xa1lido, pero ojo como esta siendo utilizado #RosarioSangra'",b'3401454051',b'3401454051',b'Flash!',b'1472169372000.0',b'0',b'0'
